Product Name,Original Price,Clearance Price,Percentage Off,Product Category,Product Code,Rating,Link,Sale Price
"Comfyland Ultra-Soft Fleece Pet Bed, Washable, Assorted Sizes, Beige",26.99,14.93,45.0,pet-care,042-6661X,4.3,https://www.canadiantire.ca/en/pdp/comfyland-ultra-soft-fleece-pet-bed-washable-assorted-sizes-beige-0426661p.html#srp,
"Outbound Womens Cambridge Mid-Cut Waterproof Rubber Rain Boots, Black, Sizes 6-8",36.99,17.93,52.0,footwear-apparel,187-1635X,3.6,https://www.canadiantire.ca/en/pdp/outbound-women-s-cambridge-mid-cut-waterproof-rubber-rain-boots-black-sizes-6-8-1871635p.html#srp,
"Outbound Womens Low-Cut Duck Shoes with Water-Resistant Upper, Durable Outsole, Black/Beige",47.99,22.93,52.0,footwear-apparel,187-0220X,3.7,https://www.canadiantire.ca/en/pdp/outbound-women-s-low-cut-duck-shoes-with-water-resistant-upper-durable-outsole-black-beige-1870220p.html#srp,
Mastercraft 1/4-HP Clog-Resistant Electric Utility Pump,139.99,89.93,36.0,plumbing,062-3405-2,4.1,https://www.canadiantire.ca/en/pdp/mastercraft-1-4-hp-clog-resistant-electric-utility-pump-0623405p.html#srp,
"Summer Waves Rock n Spray Dino Inflatable Water Sprinkler for Kids, With Built-in Sprayer, Green, 3-ft, Age 3+",54.99,34.93,36.0,toys,050-8622-2,0.0,https://www.canadiantire.ca/en/pdp/summer-waves-rock-n-spray-dino-inflatable-water-sprinkler-for-kids-with-built-in-sprayer-green-3-ft-age-3-0508622p.html#srp,
Bluehive UV Phone Sanitizer with Wireless Charger,69.99,16.93,76.0,car-care-accessories,035-5424-0,2.8,https://www.canadiantire.ca/en/pdp/bluehive-uv-phone-sanitizer-with-wireless-charger-0355424p.html#srp,
"Emerson Sensi Wi-Fi Enabled Smart Thermostat, White",129.99,84.93,35.0,home-environment,052-9858-2,4.2,https://www.canadiantire.ca/en/pdp/emerson-sensi-wi-fi-enabled-smart-thermostat-white-0529858p.html#srp,
"Rust-Oleum® Painters Touch 2X Ultra Cover Multi-Purpose Aerosol Spray Paint & Primer, Semi-Gloss, 340-g",,14.99,,paint,048-2319X,4.4,https://www.canadiantire.ca/en/pdp/rust-oleum-painter-s-touch-2x-ultra-cover-multi-purpose-aerosol-spray-paint-primer-semi-gloss-340-g-0482488p.html#srp,
MotoMaster 800 Lumen SMD Flood Light,47.99,19.93,58.0,car-care-accessories,037-9918-8,4.4,https://www.canadiantire.ca/en/pdp/motomaster-800-lumen-smd-flood-light-0379918p.html#srp,
Mastercraft 20V Max Lithium-Ion 1.5Ah Battery Pack with LED Fuel Gauge 2-pk,99.99,64.93,35.0,tools,054-3211-2,4.3,https://www.canadiantire.ca/en/pdp/mastercraft-20v-max-lithium-ion-1-5ah-battery-pack-with-led-fuel-gauge-2-pk-0543211p.html#srp,
"Yardworks Single Line Auto Feed Replacement Spool, 3-pk, 0.065-in",19.99,4.93,75.0,outdoor-tools,060-3042-8,2.5,https://www.canadiantire.ca/en/pdp/yardworks-single-line-auto-feed-replacement-spool-3-pk-0-065-in-0603042p.html#srp,
"FoodSaver® Handheld Cordless Vacuum Sealer w/ Zipper Bags, Black",39.99,27.93,30.0,kitchen,043-9588-6,4.2,https://www.canadiantire.ca/en/pdp/foodsaver-handheld-cordless-vacuum-sealer-w-zipper-bags-black-0439588p.html#srp,
"Stella & Finn Inflatable Dog-Paw Pool Float/Lounger, 46-in",39.99,17.93,55.0,backyard-fun,081-3888-6,4.8,https://www.canadiantire.ca/en/pdp/stella-finn-inflatable-dog-paw-pool-float-lounger-46-in-0813888p.html#srp,
"Bouncer Outdoor Inflatable Ball Pit, Detachable Slide Bouncer, 5.4-ft, Kids Ages 1+",129.99,64.93,50.0,backyard-fun,184-0768-6,3.2,https://www.canadiantire.ca/en/pdp/bouncer-outdoor-inflatable-ball-pit-detachable-slide-bouncer-5-4-ft-kids-ages-1-1840768p.html#srp,
ProForm Carbon EL5 Elliptical Machine/Trainer - iFit Enabled,2799.99,999.93,64.0,exercise,184-0965-6,3.0,https://www.canadiantire.ca/en/pdp/proform-carbon-el5-elliptical-machine-trainer-ifit-enabled-1840965p.html#srp,
"MAXIMUM Ratcheting Tap & Die Set with Case, SAE, Titanium Coated, Carbon Steel, 18-pc",59.99,24.93,58.0,tools,058-7212-8,3.8,https://www.canadiantire.ca/en/pdp/maximum-ratcheting-tap-die-set-with-case-sae-titanium-coated-carbon-steel-18-pc-0587212p.html#srp,
"Stinger Black UV Light Mosquito/Bug Zapper Replacement Bulb, fits BKC90 Series, 2-pk",19.99,8.93,55.0,gardening,059-1241-2,5.0,https://www.canadiantire.ca/en/pdp/stinger-black-uv-light-mosquito-bug-zapper-replacement-bulb-fits-bkc90-series-2-pk-0591241p.html#srp,
"MotoMaster Foldable Trunk Tray Mat, Black",24.99,17.43,30.0,car-care-accessories,031-3207-8,5.0,https://www.canadiantire.ca/en/pdp/motomaster-foldable-trunk-tray-mat-black-0313207p.html#srp,
"Melitta Small Basket Coffee Filters, 4-6 Cups, White, 200-pk",3.49,2.43,30.0,kitchen,042-1764-6,4.7,https://www.canadiantire.ca/en/pdp/melitta-small-basket-coffee-filters-4-6-cups-white-200-pk-0421764p.html#srp,
"CANVAS Performance Cotton Absorbent Wash Towels / Hand Towels, Assorted Colours, 13 x 13-in, 2-pk",,7.99,,home-decor,063-6243X,4.0,https://www.canadiantire.ca/en/pdp/canvas-performance-cotton-absorbent-wash-towels-hand-towels-assorted-colours-13-x-13-in-2-pk-0636243p.html#srp,
"NOMA 1-Outlet and 2 USB Travel Extension Cord, 6-ft Retractable Plug, Grey",38.99,19.93,49.0,electrical,052-9672-2,5.0,https://www.canadiantire.ca/en/pdp/noma-1-outlet-and-2-usb-travel-extension-cord-6-ft-retractable-plug-grey-0529672p.html#srp,
Natures Way All-In-One Oriole Buffet Bird Feeder,19.99,11.43,43.0,pet-care,142-6599-2,3.9,https://www.canadiantire.ca/en/pdp/nature-s-way-all-in-one-oriole-buffet-bird-feeder-1426599p.html#srp,
"Rez Revitalize Advanced Wood & Concrete Resurfacer Paint, Medium Tint Base, 3.35-L",55.99,34.93,38.0,paint,048-1196X,3.8,https://www.canadiantire.ca/en/pdp/rez-revitalize-advanced-wood-concrete-resurfacer-paint-medium-tint-base-3-35-l-0481196p.html#srp,
"Melitta Large Basket Coffee Filters, 8-12 Cups, White, 200-pk",3.49,2.43,30.0,kitchen,042-1765-4,4.4,https://www.canadiantire.ca/en/pdp/melitta-large-basket-coffee-filters-8-12-cups-white-200-pk-0421765p.html#srp,
"Thermos® Work Series Vaccum Insulated Stainless Steel Bottle with Cup, 1-L",47.99,29.93,38.0,kitchen,142-2103-6,4.7,https://www.canadiantire.ca/en/pdp/thermos-work-series-vaccum-insulated-stainless-steel-bottle-with-cup-1-l-1422103p.html#srp,
MotoMaster AWII All Season Tire For Passenger & CUV,,108.99,,tires,003-2000X,4.1,https://www.canadiantire.ca/en/pdp/motomaster-awii-all-season-tire-for-passenger-cuv-0032000p.html#srp,
"For Living Machine Wash Cotton Non-Slip Back Bath Mat Set, Assorted Colours, 3-pc",,34.99,,home-decor,063-3172X,3.3,https://www.canadiantire.ca/en/pdp/for-living-machine-wash-cotton-non-slip-back-bath-mat-set-assorted-colours-3-pc-0633172p.html#srp,
"Shakespeare Disneys Cars Kids Spincast Fishing Rod and Reel Combo, Lightweight, Right Hand, 2.1-ft",24.99,13.93,44.0,fishing,078-3767-4,2.6,https://www.canadiantire.ca/en/pdp/shakespeare-disney-s-cars-kids-spincast-fishing-rod-and-reel-combo-lightweight-right-hand-2-1-ft-0783767p.html#srp,
"MAXIMUM DVTB204 20V Li-Ion Cordless Wet/Dry Shop Vacuum with 2.0 Ah Battery & Accessories, 15-L",249.99,139.93,44.0,tools,054-0291-8,2.6,https://www.canadiantire.ca/en/pdp/maximum-dvtb204-20v-li-ion-cordless-wet-dry-shop-vacuum-with-2-0-ah-battery-accessories-15-l-0540291p.html#srp,
"CANVAS Blackcomb Round Outdoor Fire Pit Table, 26000 BTU, Black",289.99,189.99,34.0,backyard-living,085-1569-0,3.7,https://www.canadiantire.ca/en/pdp/canvas-blackcomb-round-outdoor-fire-pit-table-26000-btu-black-0851569p.html#srp,
"CANVAS Tusca Indoor Ceramic Round Planter, 8.5-cm, Assorted Colours",,4.99,,gardening,059-1413X,4.5,https://www.canadiantire.ca/en/pdp/canvas-tusca-indoor-ceramic-round-planter-8-5-cm-assorted-colours-0591413p.html#srp,
Goodyear Nordic Winter Tire,,135.99,,tires,002-1471X,4.3,https://www.canadiantire.ca/en/pdp/goodyear-nordic-winter-tire-0041771p.html#srp,
"Scotts Weed B Gon MAX Ready-to-Use Weed Control/Killer Refill, Herbicide for Lawns, 5-L",35.99,22.43,38.0,gardening,159-0310-6,3.3,https://www.canadiantire.ca/en/pdp/scotts-weed-b-gon-max-ready-to-use-weed-control-killer-refill-herbicide-for-lawns-5-l-1590310p.html#srp,
X-Chair DVL Task Chair,749.99,449.93,40.0,home-decor,168-0120-6,3.9,https://www.canadiantire.ca/en/pdp/x-chair-dvl-task-chair-1680120p.html#srp,
"Hamilton Beach Non-Stick Egg Bites Maker/Egg Cooker, Grey, 2-Eggs",49.99,26.93,46.0,kitchen,043-2771-0,4.6,https://www.canadiantire.ca/en/pdp/hamilton-beach-non-stick-egg-bites-maker-egg-cooker-grey-2-eggs-0432771p.html#srp,
"SIMONIZ Car Wash Kit with 53-in Extendable Handle, 6-pc",54.99,32.93,40.0,car-care-accessories,039-8232-0,3.8,https://www.canadiantire.ca/en/pdp/simoniz-car-wash-kit-with-53-in-extendable-handle-6-pc-0398232p.html#srp,
The Club Auto Brake Lock,59.99,34.93,42.0,car-care-accessories,037-2412-2,2.5,https://www.canadiantire.ca/en/pdp/the-club-auto-brake-lock-0372412p.html#srp,
NOMA Infrared Patio Heater,159.99,79.99,50.0,backyard-living,085-0047-8,3.8,https://www.canadiantire.ca/en/pdp/noma-infrared-patio-heater-0850047p.html#srp,
"FoodSaver® Easy-Fill Vacuum Seal Bags/Vacuum Sealer Bags, 0.9L",17.99,9.93,45.0,kitchen,043-9589-4,4.8,https://www.canadiantire.ca/en/pdp/foodsaver-easy-fill-vacuum-seal-bags-vacuum-sealer-bags-0-9l-0439589p.html#srp,
"Berkley Solutions Braided Fishing Line, Green",15.99,11.93,25.0,fishing,077-8271X,4.1,https://www.canadiantire.ca/en/pdp/berkley-solutions-braided-fishing-line-green-0778271p.html#srp,
"Purina PuPPy Chow® ComPlete Chicken PuPPy Dry Dog Food, 8-kg",21.99,14.93,32.0,pet-care,042-6155-6,4.7,https://www.canadiantire.ca/en/pdp/purina-puppy-chow-complete-chicken-puppy-dry-dog-food-8-kg-0426155p.html#srp,
Solo New York Hybrid 2-In-1 Laptop Organizer Briefcase & Backpack For Work/Travel/School 14-L,46.99,29.93,36.0,camping,076-5917-0,4.8,https://www.canadiantire.ca/en/pdp/solo-new-york-hybrid-2-in-1-laptop-organizer-briefcase-backpack-for-work-travel-school-14-l-0765917p.html#srp,
"AVS Vent Visor, Smoke, 4-pc",,25.99,,light-auto-parts,034-5100X,3.7,https://www.canadiantire.ca/en/pdp/avs-vent-visor-smoke-4-pc-0345100p.html#srp,
"type A Transparent Storage Box with Latched Lid, 24.6-L",29.99,18.93,37.0,home-organization,142-4913-6,4.6,https://www.canadiantire.ca/en/pdp/type-a-transparent-storage-box-with-latched-lid-24-6-l-1424913p.html#srp,
"Solvable Methyl Ethyl Ketone (MEK), 946-mL",17.99,12.43,31.0,car-care-accessories,047-5884-6,4.5,https://www.canadiantire.ca/en/pdp/solvable-methyl-ethyl-ketone-mek-946-ml-0475884p.html#srp,
Outbound Mens/Womens Lightweight Aluminium Snowshoes Kit With Poles & Carry Tote Bag,149.99,39.93,73.0,seasonal-recreation,082-1078X,3.8,https://www.canadiantire.ca/en/pdp/outbound-men-s-women-s-lightweight-aluminium-snowshoes-kit-with-poles-carry-tote-bag-0821078p.html#srp,
"Chalkios Kids Scene Stencils & Jumbo Chalk Art Set, Forest/Trucks/Beach, Age 3+, Assorted",18.99,7.43,61.0,toys,050-9139-8,4.0,https://www.canadiantire.ca/en/pdp/chalkios-kids-scene-stencils-jumbo-chalk-art-set-forest-trucks-beach-age-3-assorted-0509139p.html#srp,
Coleman 300W Power Station,,349.99,,outdoor-tools,399-8517-6,2.1,https://www.canadiantire.ca/en/pdp/coleman-300w-power-station-3998517p.html#srp,
"Instant Pot® Silicone Egg Bites Tray/Food Storage w/ Lid, Red",14.99,9.93,34.0,kitchen,043-8256-2,4.4,https://www.canadiantire.ca/en/pdp/instant-pot-silicone-egg-bites-tray-food-storage-w-lid-red-0438256p.html#srp,
"For Living Compact Up to 4 Toilet Paper Holder, Chrome Finish",5.99,3.43,43.0,home-decor,063-6234-8,4.3,https://www.canadiantire.ca/en/pdp/for-living-compact-up-to-4-toilet-paper-holder-chrome-finish-0636234p.html#srp,
"SodaStream Fuse Carbonating Bottles, BPA-Free, White, 1L, 3-pk",19.99,12.93,35.0,kitchen,043-1021-2,4.0,https://www.canadiantire.ca/en/pdp/sodastream-fuse-carbonating-bottles-bpa-free-white-1l-3-pk-0431021p.html#srp,
Mastercraft 1/6-HP 18V 88-l/min Submersible Lithium-Powered Pump,169.99,119.93,29.0,plumbing,062-3406-0,2.8,https://www.canadiantire.ca/en/pdp/mastercraft-1-6-hp-18v-88-l-min-submersible-lithium-powered-pump-0623406p.html#srp,
"WD-40 Specialist Industrial-Strength Cleaner & Degreaser Refillable Spray Bottle, 709-mL",13.99,6.93,50.0,auto-maintenance,038-0409-2,3.5,https://www.canadiantire.ca/en/pdp/wd-40-specialist-industrial-strength-cleaner-degreaser-refillable-spray-bottle-709-ml-0380409p.html#srp,
"Footjoy WeatherSof Mens Golf Glove, Assorted Sizes, Right-Hand, White",15.99,6.93,57.0,team-sports-and-golf,086-0127X,4.0,https://www.canadiantire.ca/en/pdp/footjoy-weathersof-men-s-golf-glove-assorted-sizes-right-hand-white-0860127p.html#srp,
"Solvable Xylene, 946-mL",14.99,8.93,40.0,car-care-accessories,047-5875-8,4.7,https://www.canadiantire.ca/en/pdp/solvable-xylene-946-ml-0475875p.html#srp,
Canadian Tire 100th Anniversary Medium Reusable Bag,2.0,1.43,29.0,kitchen,153-1609-4,4.5,https://www.canadiantire.ca/en/pdp/canadian-tire-100th-anniversary-medium-reusable-bag-1531609p.html#srp,
"For Living Machine Wash Cotton Reversible Bath Rug, Assorted Colours, 16 x 24-in",,14.99,,home-decor,063-4771X,3.8,https://www.canadiantire.ca/en/pdp/for-living-machine-wash-cotton-reversible-bath-rug-assorted-colours-16-x-24-in-0634771p.html#srp,
"Wolman Renovator Exterior Wood Deck Stain Sprayer, Semi-Transparent, 1.65-L/0.44-Gallon",49.99,14.93,70.0,paint,048-5971X,2.2,https://www.canadiantire.ca/en/pdp/wolman-renovator-exterior-wood-deck-stain-sprayer-semi-transparent-1-65-l-0-44-gallon-0485971p.html#srp,
Burcam 300506S 1/6 HP Submersible Electric Utility Pump,174.99,119.93,31.0,plumbing,062-3402-8,3.9,https://www.canadiantire.ca/en/pdp/burcam-300506s-1-6-hp-submersible-electric-utility-pump-0623402p.html#srp,
Feit Electric 2 Ft 19-Watt LED Full Spectrum Non-Dimmable Plant Grow Light,61.99,39.93,36.0,electrical,052-8587-2,4.3,https://www.canadiantire.ca/en/pdp/feit-electric-2-ft-19-watt-led-full-spectrum-non-dimmable-plant-grow-light-0528587p.html#srp,
"Snap Tops Plastic Food Storage Container Set, BPA-Free, 60-pc",39.99,24.93,38.0,kitchen,142-2122-0,3.2,https://www.canadiantire.ca/en/pdp/snap-tops-plastic-food-storage-container-set-bpa-free-60-pc-1422122p.html#srp,
"Rust-Oleum Universal Hammered Spray Paint, 340-g",,24.99,,paint,048-1143X,4.5,https://www.canadiantire.ca/en/pdp/rust-oleum-universal-hammered-spray-paint-340-g-0481143p.html#srp,
"FoodSaver® Vacuum Sealer/Sealing System w/ 2 Storage Rolls & Starter Kit, Satin",,119.99,,kitchen,399-8505-4,4.2,https://www.canadiantire.ca/en/pdp/foodsaver-vacuum-sealer-sealing-system-w-2-storage-rolls-starter-kit-satin-3998505p.html#srp,
"Hillman Galvanized Deck Screws, Corrosion Resistant, Assorted Sizes & Pack Sizes",10.79,3.93,64.0,hardware,161-0119X,4.8,https://www.canadiantire.ca/en/pdp/hillman-galvanized-deck-screws-corrosion-resistant-assorted-sizes-pack-sizes-1610119p.html#srp,
"Broan E050 Economy Bathroom Exhaust Fan, 50 CFM",33.99,22.93,33.0,home-environment,052-2702-4,3.8,https://www.canadiantire.ca/en/pdp/broan-e050-economy-bathroom-exhaust-fan-50-cfm-0522702p.html#srp,
"Performix Plasti Dip® Smoke Multi-Purpose Rubber Coating Aerosol Spray, 311-g",25.99,16.93,35.0,paint,048-2234-0,2.0,https://www.canadiantire.ca/en/pdp/performix-plasti-dip-smoke-multi-purpose-rubber-coating-aerosol-spray-311-g-0482234p.html#srp,
"Coast HX5R USB Rechargeable Handheld Flashlight, Li-Ion Battery Included, Black",48.99,29.93,39.0,hardware,065-1732-8,4.5,https://www.canadiantire.ca/en/pdp/coast-hx5r-usb-rechargeable-handheld-flashlight-li-ion-battery-included-black-0651732p.html#srp,
"ZURUBunch O Balloons Water Warfare Jet Party Pack, Water Fun Kids Game, 35-cm, Age 3+",39.99,24.93,38.0,toys,050-8710-2,3.0,https://www.canadiantire.ca/en/pdp/zurubunch-o-balloons-water-warfare-jet-party-pack-water-fun-kids-game-35-cm-age-3-0508710p.html#srp,
Xcalibur 3700 Tackle Bag,,59.99,,fishing,077-2975X,5.0,https://www.canadiantire.ca/en/pdp/xcalibur-3700-tackle-bag-0772975p.html#srp,
"For Living Hanging Infrared Electric Patio Heater with LED Remote Control, 1500W",199.99,159.99,20.0,backyard-living,085-1501-0,3.6,https://www.canadiantire.ca/en/pdp/for-living-hanging-infrared-electric-patio-heater-with-led-remote-control-1500w-0851501p.html#srp,
"NOMA 1-Outlet and 2 USB Travel Extension Cord, 5-ft Retractable Plug, Green",37.99,18.93,50.0,electrical,052-9126-4,3.5,https://www.canadiantire.ca/en/pdp/noma-1-outlet-and-2-usb-travel-extension-cord-5-ft-retractable-plug-green-0529126p.html#srp,
"Narly Noggins Floating Trainer Reversible Sequined Dinosaur Kids Swim Vest, Grey",24.99,12.43,50.0,backyard-fun,081-3867-6,0.0,https://www.canadiantire.ca/en/pdp/narly-noggins-floating-trainer-reversible-sequined-dinosaur-kids-swim-vest-grey-0813867p.html#srp,
"Rubbermaid Fridge Door Plastic Juice/Water Pitcher with Snap and Close Lid, 2.6-L",9.99,6.43,36.0,kitchen,042-3935-8,3.2,https://www.canadiantire.ca/en/pdp/rubbermaid-fridge-door-plastic-juice-water-pitcher-with-snap-and-close-lid-2-6-l-0423935p.html#srp,
LG CordZero™ ThinQ Kompressor™ Cordless Stick Vacuum,799.99,549.93,31.0,cleaning,043-9489-2,4.3,https://www.canadiantire.ca/en/pdp/lg-cordzero-thinq-kompressor-cordless-stick-vacuum-0439489p.html#srp,
Humminbird Helix 5 Sonar G2 Fish Finder,369.99,219.93,41.0,fishing,077-7539-6,2.4,https://www.canadiantire.ca/en/pdp/humminbird-helix-5-sonar-g2-fish-finder-0777539p.html#srp,
"Solignum Water-Based Interior/Exterior Concrete & Garage Floor Acryclic Paint, 3.78-L/1-Gallon",65.99,39.93,39.0,paint,048-9764X,3.9,https://www.canadiantire.ca/en/pdp/solignum-water-based-interior-exterior-concrete-garage-floor-acryclic-paint-3-78-l-1-gallon-0489764p.html#srp,
"Bloem Veranda Plastic Square Planter, Assorted Sizes, Chocolate",19.99,12.93,35.0,gardening,059-1202X,4.2,https://www.canadiantire.ca/en/pdp/bloem-veranda-plastic-square-planter-assorted-sizes-chocolate-0591202p.html#srp,
"CANVAS Performance Cotton Absorbent Hand Towel, Assorted Colours, 28 x 16-in",,7.99,,home-decor,063-6254X,3.9,https://www.canadiantire.ca/en/pdp/canvas-performance-cotton-absorbent-hand-towel-assorted-colours-28-x-16-in-0636254p.html#srp,
Rust-Oleum® RockSolid Garage Floor Coating Kit,,299.99,,paint,048-9760X,3.3,https://www.canadiantire.ca/en/pdp/rust-oleum-rocksolid-garage-floor-coating-kit-0489760p.html#srp,
"Instant Pot® Pressure Cooker Sealing Ring, BPA-Free, 8qt, 2-pk",18.99,12.93,32.0,kitchen,043-5746-4,4.7,https://www.canadiantire.ca/en/pdp/instant-pot-pressure-cooker-sealing-ring-bpa-free-8qt-2-pk-0435746p.html#srp,
REESE Towpower Vehicle Specific Trailer Wiring,,24.99,,automotive-outdoor-adventure,040-0300X,4.1,https://www.canadiantire.ca/en/pdp/reese-towpower-vehicle-specific-trailer-wiring-0406340p.html#srp,
"Aqua Float-n-Splash Turtle Baby Float with Removable Pillow, 66 x 39-cm, Green",29.99,7.43,75.0,backyard-fun,081-3584-8,0.0,https://www.canadiantire.ca/en/pdp/aqua-float-n-splash-turtle-baby-float-with-removable-pillow-66-x-39-cm-green-0813584p.html#srp,
"Performix Plasti Dip® Metalizer Multi-Purpose Rubber Coating Aerosol Spray, 311-g",24.99,3.93,84.0,paint,048-2228X,2.8,https://www.canadiantire.ca/en/pdp/performix-plasti-dip-metalizer-multi-purpose-rubber-coating-aerosol-spray-311-g-0482246p.html#srp,
LG CordZero™ All in One Auto Empty Cordless Stick Vacuum,1049.99,729.93,30.0,cleaning,043-9490-6,5.0,https://www.canadiantire.ca/en/pdp/lg-cordzero-all-in-one-auto-empty-cordless-stick-vacuum-0439490p.html#srp,
"Chemical Guys Jet Seal Car Sealant & Paint Protectant, 473-mL",56.99,29.93,47.0,car-care-accessories,039-1013-4,4.9,https://www.canadiantire.ca/en/pdp/chemical-guys-jet-seal-car-sealant-paint-protectant-473-ml-0391013p.html#srp,
"Broan AER110S 110 CFM InVent™ Series Humidity Sensing Exhaust Fan, ENERGY STAR® Certified, 110 CFM",229.99,154.93,33.0,home-environment,052-2728-4,3.8,https://www.canadiantire.ca/en/pdp/broan-aer110s-110-cfm-invent-series-humidity-sensing-exhaust-fan-energy-star-certified-110-cfm-0522728p.html#srp,
"Incredible Inflatable Giant Snail Sprinkler, Kids Outdoor Summer Water Toy, Age 6+",46.99,17.93,62.0,toys,050-9159-0,2.6,https://www.canadiantire.ca/en/pdp/incredible-inflatable-giant-snail-sprinkler-kids-outdoor-summer-water-toy-age-6-0509159p.html#srp,
MAXIMUM 1/2-in Pneumatic Air Impact Wrench with Built-In Regulator,224.99,134.93,40.0,tools,058-9370-8,3.2,https://www.canadiantire.ca/en/pdp/maximum-1-2-in-pneumatic-air-impact-wrench-with-built-in-regulator-0589370p.html#srp,
Banzai Double Dare Ya! Floating Giant/Big Pool Kids Dice Challange Game,14.99,,,backyard-fun,081-3895-8,3.0,https://www.canadiantire.ca/en/pdp/banzai-double-dare-ya-floating-giant-big-pool-kids-dice-challange-game-0813895p.html#srp,
